id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1057976,"A_24_P105721",1376,"CREB1","cAMP responsive element binding protein 1",1385,"2","n/a","n/a"
1059659,"A_24_P932208",1376,"CREB1","cAMP responsive element binding protein 1",1385,"2","n/a","n/a"
1057975,"CUST_207_PI416408490",1376,"CREB1","cAMP responsive element binding protein 1",1385,"2","n/a","n/a"
1047343,"A_23_P423389",10341,"CREB3","cAMP responsive element binding protein 3",10488,"9","n/a","n/a"
1047344,"CUST_6441_PI416261804",10341,"CREB3","cAMP responsive element binding protein 3",10488,"9","n/a","n/a"
1036783,"A_23_P150407",59994,"CREB3L1","cAMP responsive element binding protein 3-like 1",90993,"11","n/a","n/a"
1036784,"CUST_6659_PI416261804",59994,"CREB3L1","cAMP responsive element binding protein 3-like 1",90993,"11","n/a","n/a"
1039745,"CUST_1346_PI416573500",41339,"CREB3L2","cAMP responsive element binding protein 3-like 2",64764,"7","n/a","n/a"
1039746,"CUST_1388_PI416379584",41339,"CREB3L2","cAMP responsive element binding protein 3-like 2",64764,"7","n/a","n/a"
1037405,"A_23_P108082",58897,"CREB3L3","cAMP responsive element binding protein 3-like 3",84699,"19","n/a","n/a"
1037406,"A_24_P57207",58897,"CREB3L3","cAMP responsive element binding protein 3-like 3",84699,"19","n/a","n/a"
1034530,"A_23_P63232",80703,"CREB3L4","cAMP responsive element binding protein 3-like 4",148327,"1","n/a","n/a"
1034531,"CUST_1961_PI416261804",80703,"CREB3L4","cAMP responsive element binding protein 3-like 4",148327,"1","n/a","n/a"
1027907,"A_23_P201979",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1027908,"A_24_P171075",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1027075,"A_24_P278393",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1057968,"A_24_P360763",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1028577,"A_24_P922139",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1057969,"CUST_14775_PI416261804",1381,"CREM","cAMP responsive element modulator",1390,"10","n/a","n/a"
1057965,"A_23_P31755",1383,"CRH","corticotropin releasing hormone",1392,"8","n/a","n/a"
1057967,"CUST_16797_PI416261804",1383,"CRH","corticotropin releasing hormone",1392,"8","n/a","n/a"
1057966,"CUST_208_PI416408490",1383,"CRH","corticotropin releasing hormone",1392,"8","n/a","n/a"
1057951,"A_24_P342484",1392,"CRP","C-reactive protein, pentraxin-related",1401,"1","n/a","n/a"
1057952,"CUST_17126_PI416261804",1392,"CRP","C-reactive protein, pentraxin-related",1401,"1","n/a","n/a"
1057944,"A_23_P132147",1400,"CRYAA","crystallin, alpha A",1409,"21","n/a","n/a"
1057943,"A_23_P306755",1400,"CRYAA","crystallin, alpha A",1409,"21","n/a","n/a"
1057941,"A_24_P206776",1401,"CRYAB","crystallin, alpha B",1410,"11","n/a","n/a"
1057942,"CUST_15288_PI416261804",1401,"CRYAB","crystallin, alpha B",1410,"11","n/a","n/a"
1057914,"A_23_P110791",1425,"CSF1R","colony stimulating factor 1 receptor",1436,"5","n/a","n/a"
1057915,"CUST_15663_PI416261804",1425,"CSF1R","colony stimulating factor 1 receptor",1436,"5","n/a","n/a"
1018780,"A_23_P152024",1434,"CSK","c-src tyrosine kinase",1445,"15","n/a","n/a"
1012997,"CUST_15247_PI416261804",1434,"CSK","c-src tyrosine kinase",1445,"15","n/a","n/a"
1024302,"A_23_P502575",1446,"CSNK2A1","casein kinase 2, alpha 1 polypeptide",1457,"20","n/a","n/a"
1024303,"CUST_7338_PI416261804",1446,"CSNK2A1","casein kinase 2, alpha 1 polypeptide",1457,"20","n/a","n/a"
1057898,"A_23_P14915",1448,"CSNK2A2","casein kinase 2, alpha prime polypeptide",1459,"16","n/a","n/a"
1057899,"CUST_11724_PI416261804",1448,"CSNK2A2","casein kinase 2, alpha prime polypeptide",1459,"16","n/a","n/a"
1057897,"A_24_P804263",1449,"CSNK2B","casein kinase 2, beta polypeptide",1460,"6","n/a","n/a"
1057896,"A_24_P97931",1449,"CSNK2B","casein kinase 2, beta polypeptide",1460,"6","n/a","n/a"
1040853,"A_23_P319466",36383,"CYSLTR2","cysteinyl leukotriene receptor 2",57105,"13","n/a","n/a"
1040854,"CUST_14508_PI416261804",36383,"CYSLTR2","cysteinyl leukotriene receptor 2",57105,"13","n/a","n/a"
1048847,"A_23_P369994",9077,"DCLK1","doublecortin-like kinase 1",9201,"13","n/a","n/a"
1048848,"A_23_P44894",9077,"DCLK1","doublecortin-like kinase 1",9201,"13","n/a","n/a"
1048850,"A_24_P928627",9077,"DCLK1","doublecortin-like kinase 1",9201,"13","n/a","n/a"
1048849,"A_32_P108889",9077,"DCLK1","doublecortin-like kinase 1",9201,"13","n/a","n/a"
1022910,"A_23_P304524",81679,"DCLK2","doublecortin-like kinase 2",166614,"4","n/a","n/a"
1022911,"CUST_14794_PI416261804",81679,"DCLK2","doublecortin-like kinase 2",166614,"4","n/a","n/a"
1020315,"A_23_P80462",59599,"DCLK3","doublecortin-like kinase 3",85443,"3","n/a","n/a"
1014947,"CUST_8076_PI416261804",59599,"DCLK3","doublecortin-like kinase 3",85443,"3","n/a","n/a"
1025525,"A_23_P500328",1629,"DCX","doublecortin",1641,"X","n/a","n/a"
1025527,"CUST_12076_PI416261804",1629,"DCX","doublecortin",1641,"X","n/a","n/a"
1025395,"CUST_12178_PI416261804",1629,"DCX","doublecortin",1641,"X","n/a","n/a"
1025528,"CUST_12179_PI416261804",1629,"DCX","doublecortin",1641,"X","n/a","n/a"
1025526,"CUST_224_PI416408490",1629,"DCX","doublecortin",1641,"X","n/a","n/a"
1057655,"A_23_P157628",1661,"DEFB4A","defensin, beta 4A",1673,"8","n/a","n/a"
1057656,"CUST_16711_PI416261804",1661,"DEFB4A","defensin, beta 4A",1673,"8","n/a","n/a"
1046542,"A_23_P361381",10985,"DMC1","DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)",11144,"22","n/a","n/a"
1046543,"A_24_P288612",10985,"DMC1","DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)",11144,"22","n/a","n/a"
1055442,"A_23_P60479",3281,"DNAJA1","DnaJ (Hsp40) homolog, subfamily A, member 1",3301,"9","n/a","n/a"
1055443,"A_24_P9671",3281,"DNAJA1","DnaJ (Hsp40) homolog, subfamily A, member 1",3301,"9","n/a","n/a"
1047577,"A_23_P15090",10148,"DNAJA2","DnaJ (Hsp40) homolog, subfamily A, member 2",10294,"16","n/a","n/a"
1047578,"CUST_9029_PI416261804",10148,"DNAJA2","DnaJ (Hsp40) homolog, subfamily A, member 2",10294,"16","n/a","n/a"
1017201,"A_23_P118306",8970,"DNAJA3","DnaJ (Hsp40) homolog, subfamily A, member 3",9093,"16","n/a","n/a"
1048991,"CUST_6899_PI416261804",8970,"DNAJA3","DnaJ (Hsp40) homolog, subfamily A, member 3",9093,"16","n/a","n/a"
1013788,"CUST_6900_PI416261804",8970,"DNAJA3","DnaJ (Hsp40) homolog, subfamily A, member 3",9093,"16","n/a","n/a"
1020055,"A_23_P129279",34755,"DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member 4",55466,"15","n/a","n/a"
1010825,"A_23_P206140",34755,"DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member 4",55466,"15","n/a","n/a"
1055405,"A_23_P90062",3317,"DNAJB1","DnaJ (Hsp40) homolog, subfamily B, member 1",3337,"19","n/a","n/a"
1055406,"CUST_13045_PI416261804",3317,"DNAJB1","DnaJ (Hsp40) homolog, subfamily B, member 1",3337,"19","n/a","n/a"
1043145,"A_23_P166899",31206,"DNAJB11","DnaJ (Hsp40) homolog, subfamily B, member 11",51726,"3","n/a","n/a"
1024123,"A_23_P52382",34077,"DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12",54788,"10","n/a","n/a"
1024121,"A_24_P244096",34077,"DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12",54788,"10","n/a","n/a"
1024122,"A_24_P244100",34077,"DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12",54788,"10","n/a","n/a"
1031655,"CUST_6002_PI416261804",119468,"DNAJB13","DnaJ (Hsp40) homolog, subfamily B, member 13",374407,"11","n/a","n/a"
1025382,"A_23_P213199",55784,"DNAJB14","DnaJ (Hsp40) homolog, subfamily B, member 14",79982,"4","n/a","n/a"
1025383,"A_24_P334402",55784,"DNAJB14","DnaJ (Hsp40) homolog, subfamily B, member 14",79982,"4","n/a","n/a"
1022215,"A_23_P209519",3280,"DNAJB2","DnaJ (Hsp40) homolog, subfamily B, member 2",3300,"2","n/a","n/a"
1022214,"A_24_P102981",3280,"DNAJB2","DnaJ (Hsp40) homolog, subfamily B, member 2",3300,"2","n/a","n/a"
1046615,"A_23_P51339",10922,"DNAJB4","DnaJ (Hsp40) homolog, subfamily B, member 4",11080,"1","n/a","n/a"
1046614,"A_24_P393958",10922,"DNAJB4","DnaJ (Hsp40) homolog, subfamily B, member 4",11080,"1","n/a","n/a"
1016030,"A_23_P112241",25571,"DNAJB5","DnaJ (Hsp40) homolog, subfamily B, member 5",25822,"9","n/a","n/a"
1014321,"CUST_6953_PI416261804",25571,"DNAJB5","DnaJ (Hsp40) homolog, subfamily B, member 5",25822,"9","n/a","n/a"
1023889,"A_23_P385063",9904,"DNAJB6","DnaJ (Hsp40) homolog, subfamily B, member 6",10049,"7","n/a","n/a"
1034417,"A_23_P351168",80878,"DNAJB7","DnaJ (Hsp40) homolog, subfamily B, member 7",150353,"22","n/a","n/a"
1034418,"CUST_10580_PI416261804",80878,"DNAJB7","DnaJ (Hsp40) homolog, subfamily B, member 7",150353,"22","n/a","n/a"
1033837,"A_23_P121413",81669,"DNAJB8","DnaJ (Hsp40) homolog, subfamily B, member 8",165721,"3","n/a","n/a"
1033838,"CUST_5001_PI416261804",81669,"DNAJB8","DnaJ (Hsp40) homolog, subfamily B, member 8",165721,"3","n/a","n/a"
1054239,"A_23_P258944",4164,"DNAJB9","DnaJ (Hsp40) homolog, subfamily B, member 9",4189,"7","n/a","n/a"
1054240,"CUST_9311_PI416261804",4164,"DNAJB9","DnaJ (Hsp40) homolog, subfamily B, member 9",4189,"7","n/a","n/a"
1039944,"A_23_P127128",40848,"DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1",64215,"10","n/a","n/a"
1039945,"CUST_11654_PI416261804",40848,"DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1",64215,"10","n/a","n/a"
1042945,"A_23_P319133",33722,"DNAJC10","DnaJ (Hsp40) homolog, subfamily C, member 10",54431,"2","n/a","n/a"
1042946,"A_24_P225604",33722,"DNAJC10","DnaJ (Hsp40) homolog, subfamily C, member 10",54431,"2","n/a","n/a"
1041635,"A_24_P413735",35024,"DNAJC11","DnaJ (Hsp40) homolog, subfamily C, member 11",55735,"1","n/a","n/a"
1041229,"A_23_P127220",35801,"DNAJC12","DnaJ (Hsp40) homolog, subfamily C, member 12",56521,"10","n/a","n/a"
1041228,"CUST_4741_PI416261804",35801,"DNAJC12","DnaJ (Hsp40) homolog, subfamily C, member 12",56521,"10","n/a","n/a"
1024798,"CUST_490_PI416379584",35801,"DNAJC12","DnaJ (Hsp40) homolog, subfamily C, member 12",56521,"10","n/a","n/a"
1045818,"A_23_P166910",23072,"DNAJC13","DnaJ (Hsp40) homolog, subfamily C, member 13",23317,"3","n/a","n/a"
1045819,"CUST_5778_PI416261804",23072,"DNAJC13","DnaJ (Hsp40) homolog, subfamily C, member 13",23317,"3","n/a","n/a"
1037072,"A_23_P433079",59568,"DNAJC14","DnaJ (Hsp40) homolog, subfamily C, member 14",85406,"12","n/a","n/a"
1037073,"A_24_P324368",59568,"DNAJC14","DnaJ (Hsp40) homolog, subfamily C, member 14",85406,"12","n/a","n/a"
1029311,"A_23_P358009",23096,"DNAJC16","DnaJ (Hsp40) homolog, subfamily C, member 16",23341,"1","n/a","n/a"
1029310,"A_24_P290961",23096,"DNAJC16","DnaJ (Hsp40) homolog, subfamily C, member 16",23341,"1","n/a","n/a"
1042178,"A_23_P140698",34481,"DNAJC17","DnaJ (Hsp40) homolog, subfamily C, member 17",55192,"15","n/a","n/a"
1042179,"CUST_1412_PI416261804",34481,"DNAJC17","DnaJ (Hsp40) homolog, subfamily C, member 17",55192,"15","n/a","n/a"
1033419,"A_23_P123987",83676,"DNAJC18","DnaJ (Hsp40) homolog, subfamily C, member 18",202052,"5","n/a","n/a"
1033418,"A_32_P149251",83676,"DNAJC18","DnaJ (Hsp40) homolog, subfamily C, member 18",202052,"5","n/a","n/a"
1021460,"A_23_P254573",26745,"DNAJC2","DnaJ (Hsp40) homolog, subfamily C, member 2",27000,"7","n/a","n/a"
1021462,"CUST_5981_PI416261804",26745,"DNAJC2","DnaJ (Hsp40) homolog, subfamily C, member 2",27000,"7","n/a","n/a"
1021461,"CUST_5986_PI416261804",26745,"DNAJC2","DnaJ (Hsp40) homolog, subfamily C, member 2",27000,"7","n/a","n/a"
1035190,"A_24_P166211",79592,"DNAJC21","DnaJ (Hsp40) homolog, subfamily C, member 21",134218,"5","n/a","n/a"
1035191,"A_24_P177987",79592,"DNAJC21","DnaJ (Hsp40) homolog, subfamily C, member 21",134218,"5","n/a","n/a"
1035189,"A_24_P453740",79592,"DNAJC21","DnaJ (Hsp40) homolog, subfamily C, member 21",134218,"5","n/a","n/a"
1038760,"A_23_P253661",55764,"DNAJC22","DnaJ (Hsp40) homolog, subfamily C, member 22",79962,"12","n/a","n/a"
1038761,"A_32_P407245",55764,"DNAJC22","DnaJ (Hsp40) homolog, subfamily C, member 22",79962,"12","n/a","n/a"
1035866,"CUST_6008_PI416261804",78796,"DNAJC24","DnaJ (Hsp40) homolog, subfamily C, member 24",120526,"11","n/a","n/a"
1052644,"A_23_P36962",5579,"DNAJC3","DnaJ (Hsp40) homolog, subfamily C, member 3",5611,"13","n/a","n/a"
1052645,"CUST_11611_PI416261804",5579,"DNAJC3","DnaJ (Hsp40) homolog, subfamily C, member 3",5611,"13","n/a","n/a"
1037705,"A_23_P157170",58487,"DNAJC30","DnaJ (Hsp40) homolog, subfamily C, member 30",84277,"7","n/a","n/a"
1037704,"A_24_P218006",58487,"DNAJC30","DnaJ (Hsp40) homolog, subfamily C, member 30",84277,"7","n/a","n/a"
1055403,"A_23_P202769",3318,"DNAJC4","DnaJ (Hsp40) homolog, subfamily C, member 4",3338,"11","n/a","n/a"
1067386,"A_23_P312610",3318,"DNAJC4","DnaJ (Hsp40) homolog, subfamily C, member 4",3338,"11","n/a","n/a"
1055404,"CUST_6077_PI416261804",3318,"DNAJC4","DnaJ (Hsp40) homolog, subfamily C, member 4",3338,"11","n/a","n/a"
1038508,"CUST_13964_PI416261804",56132,"DNAJC5","DnaJ (Hsp40) homolog, subfamily C, member 5",80331,"20","n/a","n/a"
1037028,"A_24_P355145",59627,"DNAJC5B","DnaJ (Hsp40) homolog, subfamily C, member 5 beta",85479,"8","n/a","n/a"
1037029,"CUST_933_PI416261804",59627,"DNAJC5B","DnaJ (Hsp40) homolog, subfamily C, member 5 beta",85479,"8","n/a","n/a"
1032387,"A_23_P417921",94475,"DNAJC5G","DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",285126,"2","n/a","n/a"
1032388,"CUST_1262_PI416261804",94475,"DNAJC5G","DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",285126,"2","n/a","n/a"
1017705,"A_23_P60591",7223,"DNAJC7","DnaJ (Hsp40) homolog, subfamily C, member 7",7266,"17","n/a","n/a"
1012099,"CUST_13509_PI416261804",7223,"DNAJC7","DnaJ (Hsp40) homolog, subfamily C, member 7",7266,"17","n/a","n/a"
1045893,"A_23_P104372",22989,"DNAJC9","DnaJ (Hsp40) homolog, subfamily C, member 9",23234,"10","n/a","n/a"
1067361,"A_24_P109191",22989,"DNAJC9","DnaJ (Hsp40) homolog, subfamily C, member 9",23234,"10","n/a","n/a"
1045894,"CUST_796_PI416261804",22989,"DNAJC9","DnaJ (Hsp40) homolog, subfamily C, member 9",23234,"10","n/a","n/a"
1032086,"CUST_810_PI416573500",109541,"DUPD1","dual specificity phosphatase and pro isomerase domain containing 1",338599,"10","n/a","n/a"
1032085,"CUST_837_PI416379584",109541,"DUPD1","dual specificity phosphatase and pro isomerase domain containing 1",338599,"10","n/a","n/a"
1057451,"A_23_P110712",1831,"DUSP1","dual specificity phosphatase 1",1843,"5","n/a","n/a"
1057452,"A_32_P171488",1831,"DUSP1","dual specificity phosphatase 1",1843,"5","n/a","n/a"
1029320,"A_23_P51856",11061,"DUSP10","dual specificity phosphatase 10",11221,"1","n/a","n/a"
1029321,"A_24_P182494",11061,"DUSP10","dual specificity phosphatase 10",11221,"1","n/a","n/a"
1043639,"A_23_P104471",30689,"DUSP13","dual specificity phosphatase 13",51207,"10","n/a","n/a"
1043640,"CUST_8149_PI416261804",30689,"DUSP13","dual specificity phosphatase 13",51207,"10","n/a","n/a"
1046629,"A_23_P207537",10914,"DUSP14","dual specificity phosphatase 14",11072,"17","n/a","n/a"
1046630,"CUST_8105_PI416261804",10914,"DUSP14","dual specificity phosphatase 14",11072,"17","n/a","n/a"
1024794,"A_23_P154771",79340,"DUSP15","dual specificity phosphatase 15",128853,"20","n/a","n/a"
1024795,"CUST_8932_PI416261804",79340,"DUSP15","dual specificity phosphatase 15",128853,"20","n/a","n/a"
1061084,"A_23_P308924",56595,"DUSP16","dual specificity phosphatase 16",80824,"12","n/a","n/a"
1061085,"A_23_P353905",56595,"DUSP16","dual specificity phosphatase 16",80824,"12","n/a","n/a"
1038430,"A_24_P189739",56595,"DUSP16","dual specificity phosphatase 16",80824,"12","n/a","n/a"
1038431,"A_24_P73264",56595,"DUSP16","dual specificity phosphatase 16",80824,"12","n/a","n/a"
1034422,"A_23_P143650",80873,"DUSP18","dual specificity phosphatase 18",150290,"22","n/a","n/a"
1034421,"A_24_P83118",80873,"DUSP18","dual specificity phosphatase 18",150290,"22","n/a","n/a"
1018802,"A_23_P108842",1832,"DUSP2","dual specificity phosphatase 2",1844,"2","n/a","n/a"
1011299,"A_24_P37409",1832,"DUSP2","dual specificity phosphatase 2",1844,"2","n/a","n/a"
1040121,"A_23_P256077",40547,"DUSP21","dual specificity phosphatase 21",63904,"X","n/a","n/a"
1040122,"CUST_12655_PI416261804",40547,"DUSP21","dual specificity phosphatase 21",63904,"X","n/a","n/a"
1041078,"A_23_P120254",36219,"DUSP22","dual specificity phosphatase 22",56940,"6","n/a","n/a"
1041079,"A_23_P7896",36219,"DUSP22","dual specificity phosphatase 22",56940,"6","n/a","n/a"
1041077,"CUST_3164_PI416261804",36219,"DUSP22","dual specificity phosphatase 22",56940,"6","n/a","n/a"
1039481,"A_23_P146134",54826,"DUSP26","dual specificity phosphatase 26 (putative)",78986,"8","n/a","n/a"
1039482,"CUST_11483_PI416261804",54826,"DUSP26","dual specificity phosphatase 26 (putative)",78986,"8","n/a","n/a"
1016243,"A_23_P423012",60153,"DUSP27","dual specificity phosphatase 27 (putative)",92235,"1","n/a","n/a"
1015108,"CUST_15433_PI416261804",60153,"DUSP27","dual specificity phosphatase 27 (putative)",92235,"1","n/a","n/a"
1022028,"CUST_812_PI416573500",94498,"DUSP28","dual specificity phosphatase 28",285193,"2","n/a","n/a"
1022027,"CUST_839_PI416379584",94498,"DUSP28","dual specificity phosphatase 28",285193,"2","n/a","n/a"
1057449,"A_23_P129956",1833,"DUSP3","dual specificity phosphatase 3",1845,"17","n/a","n/a"
1057450,"A_23_P400255",1833,"DUSP3","dual specificity phosphatase 3",1845,"17","n/a","n/a"
1057446,"A_23_P134935",1834,"DUSP4","dual specificity phosphatase 4",1846,"8","n/a","n/a"
1057448,"CUST_7909_PI416261804",1834,"DUSP4","dual specificity phosphatase 4",1846,"8","n/a","n/a"
1057447,"CUST_7910_PI416261804",1834,"DUSP4","dual specificity phosphatase 4",1846,"8","n/a","n/a"
1057444,"A_23_P150018",1835,"DUSP5","dual specificity phosphatase 5",1847,"10","n/a","n/a"
1057445,"CUST_11669_PI416261804",1835,"DUSP5","dual specificity phosphatase 5",1847,"10","n/a","n/a"
1057437,"A_23_P390528",1838,"DUSP8","dual specificity phosphatase 8",1850,"11","n/a","n/a"
1057436,"A_24_P322867",1838,"DUSP8","dual specificity phosphatase 8",1850,"11","n/a","n/a"
1018963,"A_32_P98298",1838,"DUSP8","dual specificity phosphatase 8",1850,"11","n/a","n/a"
1021799,"A_23_P37505",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1021780,"CUST_1393_PI416573500",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1021777,"CUST_1437_PI416379584",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1021768,"CUST_17036_PI416261804",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1021778,"CUST_17045_PI416261804",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1021779,"CUST_245_PI416408490",81519,"DYX1C1","dyslexia susceptibility 1 candidate 1",161582,"15","n/a","n/a"
1019850,"A_23_P251173",26847,"EIF2AK1","eukaryotic translation initiation factor 2-alpha kinase 1",27102,"7","n/a","n/a"
1011822,"A_24_P123768",26847,"EIF2AK1","eukaryotic translation initiation factor 2-alpha kinase 1",27102,"7","n/a","n/a"
1018927,"A_23_P142750",5578,"EIF2AK2","eukaryotic translation initiation factor 2-alpha kinase 2",5610,"2","n/a","n/a"
1013234,"CUST_14501_PI416261804",5578,"EIF2AK2","eukaryotic translation initiation factor 2-alpha kinase 2",5610,"2","n/a","n/a"
1048574,"A_23_P135857",9314,"EIF2AK3","eukaryotic translation initiation factor 2-alpha kinase 3",9451,"2","n/a","n/a"
1048575,"CUST_16379_PI416261804",9314,"EIF2AK3","eukaryotic translation initiation factor 2-alpha kinase 3",9451,"2","n/a","n/a"
1025441,"A_23_P54540",133458,"EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4",440275,"15","n/a","n/a"
1025442,"CUST_8176_PI416261804",133458,"EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4",440275,"15","n/a","n/a"
1025116,"A_23_P200960",77355,"ERMAP","erythroblast membrane-associated protein (Scianna blood group)",114625,"1","n/a","n/a"
1025115,"A_24_P105391",77355,"ERMAP","erythroblast membrane-associated protein (Scianna blood group)",114625,"1","n/a","n/a"
1057015,"A_23_P124570",2226,"FER","fer (fps/fes related) tyrosine kinase",2241,"5","n/a","n/a"
1057016,"CUST_11918_PI416261804",2226,"FER","fer (fps/fes related) tyrosine kinase",2241,"5","n/a","n/a"
1017940,"A_23_P14769",2227,"FES","feline sarcoma oncogene",2242,"15","n/a","n/a"
1012426,"CUST_16722_PI416261804",2227,"FES","feline sarcoma oncogene",2242,"15","n/a","n/a"
1021051,"A_23_P103932",2253,"FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog",2268,"1","n/a","n/a"
1021053,"A_24_P316634",2253,"FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog",2268,"1","n/a","n/a"
1021052,"A_24_P51517",2253,"FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog",2268,"1","n/a","n/a"
1056926,"A_24_P246125",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1020662,"A_24_P42755",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1018101,"A_24_P576191",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1020740,"CUST_1395_PI416573500",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1015413,"CUST_1439_PI416379584",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1015300,"CUST_17095_PI416261804",2305,"FLT1","fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)",2321,"13","n/a","n/a"
1056924,"A_23_P99442",2306,"FLT3","fms-related tyrosine kinase 3",2322,"13","n/a","n/a"
1056925,"CUST_16950_PI416261804",2306,"FLT3","fms-related tyrosine kinase 3",2322,"13","n/a","n/a"
1025430,"A_23_P213394",2308,"FLT4","fms-related tyrosine kinase 4",2324,"5","n/a","n/a"
1025432,"A_23_P356070",2308,"FLT4","fms-related tyrosine kinase 4",2324,"5","n/a","n/a"
1025431,"A_24_P926979",2308,"FLT4","fms-related tyrosine kinase 4",2324,"5","n/a","n/a"
1025433,"CUST_14624_PI416261804",2308,"FLT4","fms-related tyrosine kinase 4",2324,"5","n/a","n/a"
1056894,"A_23_P106194",2337,"FOS","FBJ murine osteosarcoma viral oncogene homolog",2353,"14","n/a","n/a"
1056895,"CUST_15705_PI416261804",2337,"FOS","FBJ murine osteosarcoma viral oncogene homolog",2353,"14","n/a","n/a"
1016457,"A_23_P429998",2338,"FOSB","FBJ murine osteosarcoma viral oncogene homolog B",2354,"19","n/a","n/a"
1015027,"CUST_15515_PI416261804",2338,"FOSB","FBJ murine osteosarcoma viral oncogene homolog B",2354,"19","n/a","n/a"
1049991,"A_23_P161624",8011,"FOSL1","FOS-like antigen 1",8061,"11","n/a","n/a"
1049992,"A_23_P322519",8011,"FOSL1","FOS-like antigen 1",8061,"11","n/a","n/a"
1056892,"A_23_P218555",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1056893,"A_23_P345581",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1056891,"A_23_P348121",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1049307,"A_23_P200030",8713,"FPGT","fucose-1-phosphate guanylyltransferase",8790,"1","n/a","n/a"
1049308,"CUST_7825_PI416261804",8713,"FPGT","fucose-1-phosphate guanylyltransferase",8790,"1","n/a","n/a"
1056884,"A_23_P133665",2428,"FRK","fyn-related kinase",2444,"6","n/a","n/a"
1056885,"CUST_15200_PI416261804",2428,"FRK","fyn-related kinase",2444,"6","n/a","n/a"
1031122,"A_23_P94461",58090,"FSD1L","fibronectin type III and SPRY domain containing 1-like",83856,"9","n/a","n/a"
1031124,"CUST_12956_PI416261804",58090,"FSD1L","fibronectin type III and SPRY domain containing 1-like",83856,"9","n/a","n/a"
1031123,"CUST_12970_PI416261804",58090,"FSD1L","fibronectin type III and SPRY domain containing 1-like",83856,"9","n/a","n/a"
1029625,"A_23_P502142",2518,"FYN","FYN oncogene related to SRC, FGR, YES",2534,"6","n/a","n/a"
1029626,"CUST_16124_PI416261804",2518,"FYN","FYN oncogene related to SRC, FGR, YES",2534,"6","n/a","n/a"
1029627,"CUST_268_PI416408490",2518,"FYN","FYN oncogene related to SRC, FGR, YES",2534,"6","n/a","n/a"
1057694,"A_23_P23221",1635,"GADD45A","growth arrest and DNA-damage-inducible, alpha",1647,"1","n/a","n/a"
1057695,"CUST_13009_PI416261804",1635,"GADD45A","growth arrest and DNA-damage-inducible, alpha",1647,"1","n/a","n/a"
1053945,"A_23_P142506",4590,"GADD45B","growth arrest and DNA-damage-inducible, beta",4616,"19","n/a","n/a"
1053944,"A_24_P239606",4590,"GADD45B","growth arrest and DNA-damage-inducible, beta",4616,"19","n/a","n/a"
1046834,"A_24_P120934",10754,"GADD45G","growth arrest and DNA-damage-inducible, gamma",10912,"9","n/a","n/a"
